movie_id,averagerating,numvotes,primary_title,original_title,runtime_minutes,genres,title,studio,domestic_gross,year
tt1440728,6.3,86863,The American,The American,105.0,"Crime,Drama,Thriller",The American,Focus,35600000.0,2010
tt1441326,6.9,45873,Martha Marcy May Marlene,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",Martha Marcy May Marlene,FoxS,3000000.0,2011
tt1441912,7.4,27811,The Way,The Way,123.0,"Adventure,Comedy,Drama",The Way,PDA,4400000.0,2011
tt1458175,7.4,168066,The Next Three Days,The Next Three Days,133.0,"Action,Crime,Drama",The Next Three Days,LGF,21100000.0,2010
tt1549589,5.6,5889,Elles,Elles,99.0,Drama,Elles,KL,158000.0,2012
tt1584016,7.1,38656,Catfish,Catfish,87.0,"Documentary,Drama,Mystery",Catfish,Rog.,3200000.0,2010
tt1588170,7.8,94029,I Saw the Devil,Ang-ma-reul bo-at-da,142.0,"Action,Crime,Drama",I Saw the Devil,Magn.,129000.0,2011
tt1598822,5.7,76656,New Year's Eve,New Year's Eve,113.0,"Comedy,Romance",New Year's Eve,WB (NL),54500000.0,2011
tt1618430,6.2,3616,Dum Maaro Dum,Dum Maaro Dum,128.0,"Action,Crime,Drama",Dum Maaro Dum,FoxS,564000.0,2011
tt1619029,6.7,66008,Jackie,Jackie,100.0,"Biography,Drama,History",Jackie,FoxS,14000000.0,2016
tt1687247,7.7,14367,Life in a Day,Life in a Day,95.0,"Documentary,Drama",Life in a Day,NGE,253000.0,2011
tt1690455,5.9,5322,Dark Horse,Dark Horse,86.0,"Comedy,Drama",Dark Horse,BM&DH,166000.0,2012
tt1740822,8.2,10,The Other Side,The Other Side,105.0,Crime,The Other Side,FM,8100.0,2016
tt1754546,6.5,362,Storm Surfers 3D,Storm Surfers 3D,95.0,"Adventure,Documentary",Storm Surfers 3D,XL,117000.0,2013
tt1787660,7.6,6435,Being Elmo: A Puppeteer's Journey,Being Elmo: A Puppeteer's Journey,80.0,Documentary,Being Elmo: A Puppeteer's Journey,SD,304000.0,2011
tt4540710,7.5,52788,Miss Sloane,Miss Sloane,132.0,"Drama,Thriller",Miss Sloane,EC,3500000.0,2016
tt4585660,6.2,3485,Klown Forever,Klovn Forever,99.0,"Comedy,Drama",Klown Forever,Drft.,5700.0,2016
tt4594834,5.7,8130,Chi-Raq,Chi-Raq,127.0,"Comedy,Crime,Drama",Chi-Raq,RAtt.,2700000.0,2015
tt4667094,3.5,17189,Fifty Shades of Black,Fifty Shades of Black,92.0,Comedy,Fifty Shades of Black,ORF,11700000.0,2016
tt4768776,7.2,2921,"Right Now, Wrong Then",Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,121.0,Drama,"Right Now, Wrong Then",Ghop,24500.0,2016
tt4877122,3.2,47294,The Emoji Movie,The Emoji Movie,86.0,"Adventure,Animation,Comedy",The Emoji Movie,Sony,86100000.0,2017
tt5011290,5.3,584,So Young 2: Never Gone,Zhi qing chun 2: Yuan lai ni hai zai zhe li,100.0,"Drama,Romance",So Young 2: Never Gone,CL,96400.0,2016
tt5084170,6.8,12173,Blade of the Immortal,Mugen no jûnin,140.0,"Action,Drama,Fantasy",Blade of the Immortal,Magn.,151000.0,2017
tt5253186,4.0,6,Monsters,Yi zhong,87.0,Horror,Monsters,Magn.,237000.0,2010
tt5335244,5.6,87,The Other Side,The Other Side,138.0,"Comedy,Drama,Romance",The Other Side,FM,8100.0,2016
tt5580266,7.3,17583,The Hate U Give,The Hate U Give,133.0,"Crime,Drama",The Hate U Give,Fox,29700000.0,2018
tt5598102,7.9,8261,Faces Places,Visages villages,94.0,Documentary,Faces Places,Cohen,954000.0,2017
tt5628302,6.8,7174,Beast,Beast,107.0,"Crime,Drama,Mystery",Beast,RAtt.,800000.0,2018
tt5639354,7.2,18282,A Fantastic Woman,Una Mujer Fantástica,104.0,Drama,A Fantastic Woman,SPC,2000000.0,2018
tt5991974,7.1,409,The Last Suit,El último traje,91.0,Drama,The Last Suit,OutF,73500.0,2018
tt6347308,6.6,18,A Quiet Place,A Quiet Place,80.0,Documentary,A Quiet Place,Par.,188000000.0,2018
tt6444838,6.6,1379,The Workshop,L'atelier,113.0,"Drama,Mystery,Thriller",The Workshop,Strand,22100.0,2018
tt6463468,5.7,13,Beast,Beast,60.0,"Drama,Mystery",Beast,RAtt.,800000.0,2018
tt0419692,4.5,190,Disconnect,Disconnect,112.0,"Drama,Mystery,Sci-Fi",Disconnect,LD,1400000.0,2013
tt0433035,7.1,283534,Real Steel,Real Steel,127.0,"Action,Drama,Family",Real Steel,BV,85500000.0,2011
tt0493949,6.6,16086,Ramona and Beezus,Ramona and Beezus,103.0,"Adventure,Comedy,Family",Ramona and Beezus,Fox,26200000.0,2010
tt0790628,5.9,67549,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,100.0,"Adventure,Comedy,Fantasy",The Incredible Burt Wonderstone,WB (NL),22500000.0,2013
tt0790736,5.6,109078,R.I.P.D.,R.I.P.D.,96.0,"Action,Adventure,Comedy",R.I.P.D.,Uni.,33600000.0,2013
tt0848537,6.7,95318,Epic,Epic,102.0,"Adventure,Animation,Family",Epic,Fox,107500000.0,2013
tt0873886,6.2,59266,Red State,Red State,88.0,"Action,Crime,Horror",Red State,SMod,1100000.0,2011
tt0970179,7.5,284869,Hugo,Hugo,126.0,"Adventure,Drama,Family",Hugo,Par.,73900000.0,2011
tt1014763,6.5,59477,Child 44,Child 44,137.0,"Crime,Drama,History",Child 44,LG/S,1200000.0,2015
tt1142977,7.0,89489,Frankenweenie,Frankenweenie,87.0,"Animation,Comedy,Family",Frankenweenie,BV,35300000.0,2012
tt1172049,7.0,78099,Demolition,Demolition,101.0,"Comedy,Drama",Demolition,FoxS,2000000.0,2016
tt1212428,6.6,66475,The Lost City of Z,The Lost City of Z,141.0,"Adventure,Biography,Drama",The Lost City of Z,BST,8600000.0,2017
tt1213663,7.0,235308,The World's End,The World's End,109.0,"Action,Comedy,Sci-Fi",The World's End,Focus,26000000.0,2013
tt1323045,6.2,62311,Frozen,Frozen,93.0,"Adventure,Drama,Sport",Frozen,BV,400700000.0,2013
tt1375789,5.3,14049,Race 2,Race 2,150.0,"Action,Crime,Thriller",Race 2,UTV,1600000.0,2013
tt1398426,7.9,165307,Straight Outta Compton,Straight Outta Compton,147.0,"Biography,Drama,History",Straight Outta Compton,Uni.,161200000.0,2015
tt1430626,6.7,41958,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,88.0,"Adventure,Animation,Comedy",The Pirates! Band of Misfits,Sony,31100000.0,2012
tt1462900,6.6,28781,The Grandmaster,Yi dai zong shi,130.0,"Action,Biography,Drama",The Grandmaster,Wein.,6600000.0,2013
tt1472584,4.6,16788,Max Steel,Max Steel,92.0,"Action,Adventure,Family",Max Steel,ORF,3800000.0,2016
tt1508290,6.7,962,Caterpillar,Kyatapirâ,85.0,"Drama,War",Caterpillar,Lorb.,4200.0,2011
tt1538403,5.9,121936,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,130.0,"Action,Fantasy,Horror",The Mortal Instruments: City of Bones,SGem,31200000.0,2013
tt1550903,6.0,41,The Little Death,The Little Death,75.0,Drama,The Little Death,Magn.,18200.0,2015
tt1570982,7.9,349,Celine: Through the Eyes of the World,Celine: Through the Eyes of the World,120.0,"Documentary,Music",Celine: Through the Eyes of the World,Sony,1400000.0,2010
tt1588334,6.5,60070,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",83.0,"Comedy,Drama","Jeff, Who Lives at Home",ParV,4300000.0,2012
tt1600195,5.1,72552,Abduction,Abduction,106.0,"Action,Mystery,Thriller",Abduction,LGF,28100000.0,2011
tt1606378,5.3,188383,A Good Day to Die Hard,A Good Day to Die Hard,98.0,"Action,Thriller",A Good Day to Die Hard,Fox,67300000.0,2013
tt1621045,6.6,41043,Think Like a Man,Think Like a Man,122.0,"Comedy,Romance",Think Like a Man,SGem,91500000.0,2012
tt1631867,7.9,546284,Edge of Tomorrow,Edge of Tomorrow,113.0,"Action,Sci-Fi",Edge of Tomorrow,WB,100200000.0,2014
tt1646987,5.7,172330,Wrath of the Titans,Wrath of the Titans,99.0,"Action,Adventure,Fantasy",Wrath of the Titans,WB,83700000.0,2012
tt1650453,7.4,5267,I Wish,Kiseki,128.0,Drama,I Wish,Magn.,146000.0,2012
tt1659337,8.0,422671,The Perks of Being a Wallflower,The Perks of Being a Wallflower,103.0,Drama,The Perks of Being a Wallflower,LG/S,17700000.0,2012
tt1667889,6.6,175601,Ice Age: Continental Drift,Ice Age: Continental Drift,88.0,"Adventure,Animation,Comedy",Ice Age: Continental Drift,Fox,161300000.0,2012
tt1686470,6.3,50,Inferno,Giao lo dinh menh,100.0,Thriller,Inferno,Sony,34300000.0,2016
tt1733525,7.0,871,Khodorkovsky,Khodorkovsky,111.0,"Biography,Documentary,Drama",Khodorkovsky,KL,39500.0,2011
tt1734433,6.7,7709,Eden,Eden,98.0,"Crime,Drama",Eden,BG,65500.0,2015
tt1758692,6.7,55841,Like Crazy,Like Crazy,86.0,"Drama,Romance",Like Crazy,ParV,3400000.0,2011
tt1772240,5.2,51427,Apollo 18,Apollo 18,86.0,"Horror,Mystery,Sci-Fi",Apollo 18,W/Dim.,17700000.0,2011
tt1773109,5.7,3660,Yamla Pagla Deewana,Yamla Pagla Deewana,163.0,"Action,Comedy,Drama",Yamla Pagla Deewana,Eros,993000.0,2011
tt1800741,6.5,51295,Step Up Revolution,Step Up Revolution,99.0,"Drama,Music,Romance",Step Up Revolution,LG/S,35100000.0,2012
tt1813327,6.3,1593,The Salt of Life,Gianni e le donne,90.0,"Comedy,Romance",The Salt of Life,Zeit.,317000.0,2012
tt1814621,5.7,31849,Admission,Admission,107.0,"Comedy,Drama,Romance",Admission,Focus,18000000.0,2013
tt1840309,6.7,399703,Divergent,Divergent,139.0,"Action,Adventure,Mystery",Divergent,LG/S,150900000.0,2014
tt3722070,6.7,23105,The Lady in the Van,The Lady in the Van,104.0,"Biography,Comedy,Drama",The Lady in the Van,SPC,10000000.0,2015
tt3750872,7.2,24955,The Wife,The Wife,99.0,Drama,The Wife,SPC,9600000.0,2018
tt3781476,6.1,4158,Monster Hunt,Zhuo yao ji,117.0,"Action,Adventure,Comedy",Monster Hunt,FR,32800.0,2016
tt3797868,6.6,30117,The Choice,The Choice,111.0,"Drama,Romance",The Choice,LGF,18700000.0,2016
tt3800010,6.4,669,Fidelio: Alice's Odyssey,"Fidelio, l'odyssée d'Alice",97.0,"Drama,Romance",Fidelio: Alice's Odyssey,FRun,3600.0,2015
tt3836958,6.8,6444,Shamitabh,Shamitabh,155.0,Drama,Shamitabh,Eros,325000.0,2015
tt3922818,6.4,41031,The Space Between Us,The Space Between Us,120.0,"Adventure,Drama,Romance",The Space Between Us,STX,7900000.0,2017
tt4082068,7.2,12312,Dheepan,Dheepan,115.0,"Crime,Drama",Dheepan,IFC,262000.0,2016
tt4218696,6.2,20391,The Wall,The Wall,88.0,"Action,Drama,Thriller",The Wall,RAtt.,1800000.0,2017
tt4326444,7.1,24556,Julieta,Julieta,99.0,"Drama,Mystery,Romance",Julieta,SPC,1500000.0,2016
tt4700756,5.0,338,Believe,Believe,119.0,Drama,Believe,ORF,6200000.0,2013
tt4741754,6.6,5,The Call,The Call,109.0,Thriller,The Call,TriS,51900000.0,2013
tt4768764,7.0,4049,Veteran,Beterang,123.0,"Action,Comedy,Crime",Veteran,CJ,1200000.0,2015
tt4819576,4.9,811,L.O.R.D: Legend of Ravaging Dynasties,Jue ji,118.0,"Animation,Fantasy",L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,2016
tt5027774,8.2,344047,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",115.0,"Crime,Drama","Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,2017
tt5255710,7.3,8246,Sanam Teri Kasam,Sanam Teri Kasam,154.0,"Drama,Musical,Romance",Sanam Teri Kasam,Eros,22100.0,2016
tt5478478,7.2,53286,Hostiles,Hostiles,134.0,"Adventure,Drama,Western",Hostiles,ENTMP,29800000.0,2017
tt5698496,7.0,842,The Girl Without Hands,La jeune fille sans mains,76.0,Animation,The Girl Without Hands,GK,21800.0,2017
tt5787344,8.6,11,Dancer,Dancer,55.0,Action,Dancer,IFC,71900.0,2016
tt5999530,5.9,1154,Before We Vanish,Sanpo suru shinryakusha,129.0,"Drama,Sci-Fi",Before We Vanish,Super,52100.0,2018
tt6168914,9.2,47,The Runaways,The Runaways,108.0,Adventure,The Runaways,App.,3600000.0,2010
tt6180144,7.1,34,Joy,Joy,80.0,Drama,Joy,Fox,56500000.0,2015
tt6182908,6.7,23295,Smallfoot,Smallfoot,96.0,"Adventure,Animation,Comedy",Smallfoot,WB,83200000.0,2018
tt6203570,7.2,2529,Mountain,Mountain,74.0,Documentary,Mountain,Greenwich,365000.0,2018
tt6294822,7.2,108017,The Post,The Post,116.0,"Biography,Drama,History",The Post,Fox,81900000.0,2017
tt6304046,7.0,20828,Thelma,Thelma,116.0,"Drama,Fantasy,Horror",Thelma,Orch.,147000.0,2017
tt6410564,6.7,3895,The Third Murder,Sandome no satsujin,124.0,"Crime,Drama,Mystery",The Third Murder,FM,89300.0,2018
tt1972663,7.3,14885,Into the Abyss,Into the Abyss,107.0,"Crime,Documentary,Drama",Into the Abyss,IFC,224000.0,2011
tt1990314,7.1,59229,Robot & Frank,Robot & Frank,89.0,"Comedy,Crime,Drama",Robot & Frank,Gold.,3300000.0,2012
tt2016894,5.5,26393,Ek Tha Tiger,Ek Tha Tiger,132.0,"Action,Romance,Thriller",Ek Tha Tiger,Yash,2300000.0,2012
tt2025506,6.9,2200,Blind,Beul-la-in-deu,111.0,"Action,Crime,Drama",Blind,VE,12500.0,2017
tt2063641,6.9,18,Eden,Eden,101.0,"Comedy,Drama",Eden,BG,65500.0,2015
tt2103267,6.2,29703,Adore,Adoration,112.0,"Drama,Romance",Adore,EXCL,319000.0,2013
tt2221640,7.0,237,Now You See Me,Now You See Me,98.0,"Drama,Horror,Thriller",Now You See Me,LG/S,117700000.0,2013
tt2334649,7.5,68187,Fruitvale Station,Fruitvale Station,85.0,"Biography,Drama,Romance",Fruitvale Station,Wein.,16100000.0,2013
tt2344678,1.7,7384,Himmatwala,Himmatwala,150.0,"Action,Comedy,Drama",Himmatwala,UTV,271000.0,2013
tt2372222,5.4,21775,Kick,Kick,146.0,"Action,Comedy,Crime",Kick,UTV,2500000.0,2014
tt2387433,6.3,65754,Dark Skies,Dark Skies,97.0,"Horror,Sci-Fi,Thriller",Dark Skies,W/Dim.,17400000.0,2013
tt2388050,6.0,440,Flipped,Flipped,90.0,"Drama,Thriller",Flipped,WB,1800000.0,2010
tt2446980,6.6,118086,Joy,Joy,124.0,Drama,Joy,Fox,56500000.0,2015
tt2557490,6.1,160534,A Million Ways to Die in the West,A Million Ways to Die in the West,116.0,"Comedy,Western",A Million Ways to Die in the West,Uni.,43100000.0,2014
tt2561572,6.0,111187,Get Hard,Get Hard,100.0,"Comedy,Crime",Get Hard,WB,90400000.0,2015
tt2762738,4.8,554,Truth or Dare,Truth or Dare,84.0,"Horror,Thriller",Truth or Dare,Uni.,41400000.0,2018
tt2828840,6.9,966,Fists of Legend,Jeonseolui joomeok,154.0,Action,Fists of Legend,CJ,134000.0,2013
tt2870708,6.7,34907,Wish I Was Here,Wish I Was Here,106.0,"Comedy,Drama",Wish I Was Here,Focus,3600000.0,2014
tt2872732,6.4,403194,Lucy,Lucy,89.0,"Action,Sci-Fi,Thriller",Lucy,Uni.,126700000.0,2014
tt2891174,7.1,26699,99 Homes,99 Homes,112.0,Drama,99 Homes,BG,1400000.0,2015
tt2905838,5.5,19878,Bang Bang,Bang Bang,153.0,"Action,Adventure,Comedy",Bang Bang,FIP,2500000.0,2014
tt2910520,6.1,404,A Wedding Invitation,Fen shou he yue,101.0,"Drama,Romance",A Wedding Invitation,CJ,14400.0,2013
tt2967006,6.6,13668,The Trip to Italy,The Trip to Italy,108.0,"Comedy,Drama",The Trip to Italy,IFC,2900000.0,2014
tt2980648,7.3,69562,The Hundred-Foot Journey,The Hundred-Foot Journey,122.0,"Comedy,Drama",The Hundred-Foot Journey,BV,54200000.0,2014
tt3007030,8.0,13,Instructions Not Included,Instructions Not Included,52.0,"Comedy,Romance",Instructions Not Included,LGF,44500000.0,2013
tt3009444,6.4,38,Shame,Styd,90.0,Drama,Shame,FoxS,3900000.0,2011
tt3062096,6.2,138978,Inferno,Inferno,121.0,"Action,Adventure,Crime",Inferno,Sony,34300000.0,2016
tt3093546,6.3,5740,Listen Up Philip,Listen Up Philip,108.0,"Comedy,Drama",Listen Up Philip,Trib.,200000.0,2014
tt3108154,4.0,35,The Hunt,The Hunt,100.0,"Action,Drama,Thriller",The Hunt,Magn.,613000.0,2013
tt3216348,5.3,10217,Incarnate,Incarnate,91.0,"Horror,Thriller",Incarnate,BH Tilt,4800000.0,2016
tt3263904,7.5,202718,Sully,Sully,96.0,"Biography,Drama",Sully,WB,125100000.0,2016
tt3397884,7.6,328548,Sicario,Sicario,121.0,"Action,Crime,Drama",Sicario,LGF,46900000.0,2015
tt3530002,6.4,58455,The Night Before,The Night Before,101.0,"Adventure,Comedy,Fantasy",The Night Before,Sony,43000000.0,2015
tt3680410,7.2,3112,Last Cab to Darwin,Last Cab to Darwin,123.0,"Comedy,Drama,Romance",Last Cab to Darwin,FRun,34200.0,2016
tt3697566,6.8,4953,No Tears for the Dead,U-neun nam-ja,116.0,"Action,Thriller",No Tears for the Dead,CJ,63100.0,2014
tt6957966,5.7,6033,Little Italy,Little Italy,102.0,"Comedy,Romance",Little Italy,EOne,990000.0,2018
tt7040874,6.9,83338,A Simple Favor,A Simple Favor,117.0,"Comedy,Crime,Drama",A Simple Favor,LGF,53500000.0,2018
tt7186092,6.8,1007,"Nico, 1988","Nico, 1988",93.0,"Biography,Drama,Music","Nico, 1988",Magn.,73300.0,2018
tt7784604,7.3,151571,Hereditary,Hereditary,127.0,"Drama,Horror,Mystery",Hereditary,A24,44100000.0,2018
tt8267604,8.5,20215,Capernaum,Capharnaüm,126.0,Drama,Capernaum,SPC,1700000.0,2018
tt1194417,6.2,16191,Casino Jack,Casino Jack,108.0,"Biography,Comedy,Crime",Casino Jack,ATO,1000000.0,2010
tt1204340,7.6,28454,Tyrannosaur,Tyrannosaur,92.0,Drama,Tyrannosaur,Strand,22300.0,2011
tt1204342,7.1,82752,The Muppets,The Muppets,103.0,"Adventure,Comedy,Family",The Muppets,BV,88600000.0,2011
tt1212450,7.3,214055,Lawless,Lawless,116.0,"Crime,Drama",Lawless,Wein.,37400000.0,2012
tt1222817,5.2,52396,Zookeeper,Zookeeper,102.0,"Comedy,Family,Romance",Zookeeper,Sony,80400000.0,2011
tt1261954,6.8,6922,Take Me Home,Take Me Home,97.0,"Comedy,Romance",Take Me Home,Mont.,15800.0,2012
tt1270798,7.7,608930,X-Men: First Class,X: First Class,131.0,"Action,Adventure,Sci-Fi",X-Men: First Class,Fox,146400000.0,2011
tt1308165,6.1,506,The Taqwacores,The Taqwacores,83.0,"Drama,Music",The Taqwacores,Strand,11400.0,2010
tt1313092,7.3,51576,Animal Kingdom,Animal Kingdom,113.0,"Crime,Drama",Animal Kingdom,SPC,1000000.0,2010
tt1371155,7.2,13121,Made in Dagenham,Made in Dagenham,113.0,"Biography,Comedy,Drama",Made in Dagenham,SPC,1100000.0,2010
tt1385867,5.6,81656,Cop Out,Cop Out,107.0,"Action,Comedy,Crime",Cop Out,WB,44900000.0,2010
tt1408253,6.2,94529,Ride Along,Ride Along,99.0,"Action,Comedy,Crime",Ride Along,Uni.,134900000.0,2014
tt1449283,7.2,19605,Winnie the Pooh,Winnie the Pooh,63.0,"Adventure,Animation,Comedy",Winnie the Pooh,BV,26700000.0,2011
tt1456472,6.7,12273,We Have a Pope,Habemus Papam,102.0,"Comedy,Drama",We Have a Pope,IFC,548000.0,2012
tt1462041,6.0,59714,Dream House,Dream House,84.0,"Drama,Mystery,Thriller",Dream House,Uni.,21300000.0,2011
tt1465490,6.1,233,Joy,Joy,75.0,Drama,Joy,Fox,56500000.0,2015
tt1496025,6.4,138350,Underworld Awakening,Underworld Awakening,88.0,"Action,Fantasy,Horror",Underworld Awakening,SGem,62300000.0,2012
tt1497874,6.2,2063,Cold Weather,Cold Weather,96.0,"Comedy,Drama,Mystery",Cold Weather,IFC,141000.0,2011
tt1560747,7.1,131365,The Master,The Master,138.0,Drama,The Master,Wein.,16399999.0,2012
tt1568338,6.6,137507,Man on a Ledge,Man on a Ledge,102.0,"Action,Adventure,Crime",Man on a Ledge,LG/S,18600000.0,2012
tt1596365,6.4,165357,The Woman in Black,The Woman in Black,95.0,"Drama,Fantasy,Horror",The Woman in Black,CBS,54300000.0,2012
tt1598778,6.6,201536,Contagion,Contagion,106.0,"Action,Drama,Thriller",Contagion,WB,75700000.0,2011
tt1611845,5.4,75,Frozen,Wai nei chung ching,92.0,"Fantasy,Romance",Frozen,BV,400700000.0,2013
tt1613750,7.2,41707,Kon-Tiki,Kon-Tiki,118.0,"Adventure,History",Kon-Tiki,Wein.,1500000.0,2013
tt1616195,6.6,115925,J. Edgar,J. Edgar,137.0,"Biography,Crime,Drama",J. Edgar,WB,37300000.0,2011
tt1641841,5.7,6942,Skin Trade,Skin Trade,96.0,"Action,Crime,Thriller",Skin Trade,Magn.,1200.0,2015
tt1648190,5.7,107518,The Dark Tower,The Dark Tower,95.0,"Action,Adventure,Fantasy",The Dark Tower,Sony,50700000.0,2017
tt1699185,6.6,1226,Free Men,Les hommes libres,99.0,"Drama,History,Romance",Free Men,FM,53800.0,2012
tt1702439,6.7,97055,Safe Haven,Safe Haven,115.0,"Drama,Romance,Thriller",Safe Haven,Rela.,71300000.0,2013
tt1706598,6.1,6294,Every Secret Thing,Every Secret Thing,93.0,"Crime,Drama,Mystery",Every Secret Thing,SM,104000.0,2015
tt1735898,6.1,258938,Snow White and the Huntsman,Snow White and the Huntsman,127.0,"Action,Adventure,Drama",Snow White and the Huntsman,Uni.,155300000.0,2012
tt1781922,6.8,70222,No Escape,No Escape,103.0,"Action,Thriller",No Escape,Wein.,27300000.0,2015
tt1791682,6.3,41327,While We're Young,While We're Young,97.0,"Comedy,Drama,Mystery",While We're Young,A24,7600000.0,2015
tt1828995,6.6,11886,Delicacy,La délicatesse,108.0,"Comedy,Drama,Romance",Delicacy,Cohen,499000.0,2012
tt1904995,5.3,26,Paranoia,Paranoia,87.0,Thriller,Paranoia,Rela.,7400000.0,2013
tt1935179,7.4,156786,Mud,Mud,130.0,Drama,Mud,RAtt.,21600000.0,2013
tt1976009,6.0,47492,Victor Frankenstein,Victor Frankenstein,110.0,"Drama,Horror,Sci-Fi",Victor Frankenstein,Fox,5800000.0,2015
tt2024544,8.1,577301,12 Years a Slave,12 Years a Slave,134.0,"Biography,Drama,History",12 Years a Slave,FoxS,56700000.0,2013
tt2072227,7.2,9047,Shanghai,Shanghai,120.0,"Crime,Mystery,Thriller",Shanghai,Wein.,46400.0,2015
tt2072230,5.1,11020,Attack on Titan: Part 1,Shingeki no kyojin,98.0,"Action,Adventure,Drama",Attack on Titan: Part 1,FUN,450000.0,2015
tt2150332,6.6,4806,Renoir,Renoir,111.0,"Biography,Drama,History",Renoir,Gold.,2300000.0,2013
tt2170623,6.8,1526,The Foreigner,The Foreigner,100.0,"Comedy,Romance",The Foreigner,STX,34400000.0,2017
tt2177771,6.1,117638,The Monuments Men,The Monuments Men,118.0,"Comedy,Drama,History",The Monuments Men,Sony,78000000.0,2014
tt2178941,7.2,11292,Barbara,Barbara,105.0,Drama,Barbara,AF,1000000.0,2012
tt2190492,6.7,100,The House That Jack Built,The House That Jack Built,90.0,"Drama,Family",The House That Jack Built,IFC,88000.0,2018
tt2219650,7.5,921,Seymour: An Introduction,Seymour: An Introduction,84.0,"Biography,Documentary,Music",Seymour: An Introduction,IFC,744000.0,2015
tt2235779,5.1,17967,The Quiet Ones,The Quiet Ones,98.0,"Horror,Mystery,Thriller",The Quiet Ones,LGF,8500000.0,2014
tt2245970,6.8,12,Wildlife,Kalayaan,115.0,Drama,Wildlife,IFC,1100000.0,2018
tt2261287,6.8,16582,Leap!,Ballerina,89.0,"Adventure,Animation,Comedy",Leap!,Wein.,21900000.0,2017
tt2371411,6.3,2898,Painted Skin: The Resurrection,Hua pi 2,131.0,"Fantasy,Mystery,Romance",Painted Skin: The Resurrection,WGUSA,50400.0,2012
tt2378507,7.2,23580,The Glass Castle,The Glass Castle,127.0,"Biography,Drama",The Glass Castle,LGF,17300000.0,2017
tt2392326,6.3,7266,Le Week-End,Le Week-End,93.0,"Comedy,Drama,Romance",Le Week-End,MBox,2200000.0,2014
tt2406676,5.7,3555,Ek Thi Daayan,Ek Thi Daayan,135.0,"Horror,Romance,Thriller",Ek Thi Daayan,Eros,112000.0,2013
tt2408090,6.0,6,Adrift,A la deriva,65.0,Drama,Adrift,STX,31400000.0,2018
tt2486678,7.1,16605,5 to 7,5 to 7,95.0,"Comedy,Drama,Romance",5 to 7,IFC,163000.0,2015
tt2495118,6.2,9630,Ip Man: The Final Fight,Yip Man: Jung gik yat zin,100.0,"Action,Biography,Drama",Ip Man: The Final Fight,WGUSA,37900.0,2013
tt2515034,5.8,36053,The Gunman,The Gunman,115.0,"Action,Crime,Drama",The Gunman,ORF,10700000.0,2015
tt2640570,4.4,113,The Hunt,The Hunt,74.0,"Action,Horror,Thriller",The Hunt,Magn.,613000.0,2013
tt2671706,7.2,86749,Fences,Fences,139.0,Drama,Fences,Par.,57700000.0,2016
tt2674454,6.3,12047,Churchill,Churchill,105.0,"Biography,Drama,History",Churchill,Cohen,1300000.0,2017
tt2898306,7.7,535,Harry & Snowman,Harry & Snowman,84.0,"Biography,Documentary,Drama",Harry & Snowman,FR,561000.0,2016
tt2992538,7.7,43,Guardian Angel,Guardian Angel,86.0,"Action,Drama",Guardian Angel,RME,19500.0,2014
tt3289956,6.8,76339,The Autopsy of Jane Doe,The Autopsy of Jane Doe,86.0,"Horror,Mystery,Thriller",The Autopsy of Jane Doe,IFC,10500.0,2016
tt3305308,5.8,6640,Trespass Against Us,Trespass Against Us,99.0,"Action,Crime,Drama",Trespass Against Us,A24,5700.0,2017
tt3393786,6.1,121892,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,118.0,"Action,Thriller",Jack Reacher: Never Go Back,Par.,58700000.0,2016
tt3539664,7.3,3192,Dior and I,Dior et moi,90.0,Documentary,Dior and I,Orch.,1000000.0,2015
tt3779570,7.9,77,Won't Back Down,Won't Back Down,114.0,Sport,Won't Back Down,Fox,5300000.0,2012
tt3824458,7.1,23133,Tangerine,Tangerine,88.0,"Comedy,Crime,Drama",Tangerine,Magn.,702000.0,2015
tt3949660,6.0,77234,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,112.0,"Action,Adventure,Comedy",Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,2016
tt7531138,6.9,41,Only You,Only You,119.0,"Drama,Romance",Only You,CL,61600.0,2015
tt8119752,6.1,2585,Gonjiam: Haunted Asylum,Gon-ji-am,95.0,"Horror,Mystery",Gonjiam: Haunted Asylum,WGUSA,115000.0,2018
tt8413566,8.1,15,Disconnect,Disconnect,107.0,"Comedy,Romance",Disconnect,LD,1400000.0,2013
tt9078374,6.4,322,Last Letter,"Ni hao, Zhihua",114.0,"Drama,Romance",Last Letter,CL,181000.0,2018
tt0485985,5.9,31815,Red Tails,Red Tails,125.0,"Action,Adventure,Drama",Red Tails,Fox,49900000.0,2012
tt0491152,5.9,54314,Something Borrowed,Something Borrowed,112.0,"Comedy,Drama,Romance",Something Borrowed,WB,39000000.0,2011
